,제목,설명,저자,출판사,출판일,보유,대출,예약,카테고리
18990,안드로이드 앱 만들기,,서창준,교보문고,2016-10-30,1,0,0,컴퓨터와인터넷
18991,"아두이노, 상상을 현실로 만드는 프로젝트 실전편",,이준혁,교보문고,2016-10-30,1,0,0,컴퓨터와인터넷
18992,남자를 사랑해야 한다,,마리 다리외세크,교보문고,2016-10-30,2,0,0,문학
18993,나는 왜 내 마음을 모를까?,,조미혜,교보문고,2016-10-30,2,0,0,인문/사회
18994,나도 말 좀 잘했으면 좋겠네,,요시다 데루유키,교보문고,2016-10-30,2,0,0,자기관리
18995,The Crowd (영어로 읽는 세계문학 578),,귀스타브 르 봉,교보문고,2016-10-30,2,0,0,인문/사회
18996,배짱으로 삽시다 (개정판),,이시형,북큐브,2016-10-29,1,0,0,자기관리
18997,엄마 그렇게 키워선 안 됩니다,,이시형,북큐브,2016-10-29,1,0,0,가정과생활
18998,아빠 그렇게 키워선 안 됩니다,,이시형,북큐브,2016-10-29,1,0,0,가정과생활
18999,국민에게만 아부하겠습니다,,박원순,교보문고,2016-10-29,2,0,0,인문/사회
5734,그릿(Grit),"
성공의 정의는 ‘끝까지 해내는 것’이다!

평균보다 떨어지는 IQ, 특별할 것 없는 재능, 불우한 가정환경에도 놀라운 성공을 일궈낸 사람들은 어떻게 그 모든 불리함을 극복하고 최",앤절라 더크워스,비즈니스북스,2016-10-28,,,,
19000,재밌는 영어 어원 이야기,,박재형 저,YES24,2016-10-28,1,1,0,국어와외국어
19001,섹슈얼리티와 퀴어,,장민지,교보문고,2016-10-28,1,0,0,인문/사회
19002,디지털 자기기록의 문화와 기술,,김상민,교보문고,2016-10-28,2,0,0,인문/사회
19003,하우스 오브 카드. 3,,마이클 돕스,교보문고,2016-10-28,2,0,0,문학
19004,일상의 상념들 in 세계 일주,,임효선,교보문고,2016-10-28,2,0,0,가정과생활
19005,독서 8년,,황희철,교보문고,2016-10-28,2,0,0,인문/사회
19006,그릿(Grit),,앤절라 더크워스,교보문고,2016-10-28,2,2,1,자기관리
19007,고구려. 6: 구부의 꿈(소수림왕),,김진명,교보문고,2016-10-28,2,0,0,문학
19008,2017 대한민국 트렌드,,최인수,교보문고,2016-10-28,3,0,0,비즈니스와경제
19009,데스티니  하나님의 계획,,고성준,교보문고,2016-10-28,1,0,0,인문/사회
19010,미래학자의 인공지능 시나리오,,최윤식,교보문고,2016-10-28,1,0,0,비즈니스와경제
19011,지식과 권력,,조지 길더 저/윤영호 역,YES24,2016-10-27,2,0,0,비즈니스와경제
19012,더 걸스,,에마 클라인 저/정주연 역 ,YES24,2016-10-27,2,0,0,문학
19013,우리가 몰랐던 세상의 모든 왕들,,김진,교보문고,2016-10-27,2,0,0,인문/사회
19014,누구에게나 그런 날,,손수현,교보문고,2016-10-27,2,0,0,문학
19015,모두가 부서진,,조수경,교보문고,2016-10-27,2,0,0,문학
19016,이성과 감성,,제인 오스틴,교보문고,2016-10-27,1,0,0,문학
19017,설득,,제인 오스틴,교보문고,2016-10-27,1,0,0,문학
19018,우리 살아온 미스터리한 날들,,양수련 저,YES24,2016-10-26,2,0,0,문학
19019,언제나 나를 돕는 나에게,,뤼시앵 오제 저/임세은 역,YES24,2016-10-26,2,0,0,인문/사회
19020,인재경영을 바라보는 두 시선,,정권택 등저,YES24,2016-10-26,2,0,0,비즈니스와경제
19021,내 시간을 팝니다,,손성희 저,YES24,2016-10-26,2,0,0,문학
19022,"탈, 노후빈곤",,윤준병 저,YES24,2016-10-26,2,0,0,인문/사회
19023,켄 로빈슨 엘리먼트,,"켄 로빈슨,루 애로니카 공저/정미나 역",YES24,2016-10-26,2,0,0,자기관리
19024,아무것도 하지 않으면 아무 일도 일어나지 않는다,,기시미 이치로 저/전경아 역,YES24,2016-10-26,3,0,0,인문/사회
19025,도덕적 인식의 기원,,프란츠 브렌타노,교보문고,2016-10-26,2,0,0,인문/사회
19026,쓸 만한 인간,,박정민,교보문고,2016-10-26,1,0,0,문학
19027,나는 오늘도 가면을 쓰고 산다,,김미숙,교보문고,2016-10-26,2,0,0,자기관리
19028,선택하지 않을 자유,,이선배,교보문고,2016-10-26,2,0,0,자기관리
19029,자크 랑시에르와 해방된 주체,,주형일,교보문고,2016-10-26,2,0,0,인문/사회
5135,연애는 광고다,"
연애, 기술이 아닌 '광고'에서 그 답을 찾다!

『연애는 광고다』는 연애에 관한 통찰을 광고라는 전혀 다른 분야에서 끌어온다. 연애와 광고는 우리의 생각 이상으로 공통점이 많다",여성욱,아르테(arte),2016-10-25,,,,
19030,"조경의 시대, 조경을 넘어",,배정한,북큐브,2016-10-25,1,0,0,자연과과학
19031,건축의 바깥,,진양교,북큐브,2016-10-25,1,0,0,자연과과학
19032,크로스토크,,코니 윌리스,북큐브,2016-10-25,1,0,0,문학
19033,우주론 입문,,사토 가쓰히코,교보문고,2016-10-25,1,0,0,자연과과학
19034,S.T.E.P(스텝),,찬호께이,교보문고,2016-10-25,2,0,0,문학
19035,그럴 때 있으시죠?,,김제동,교보문고,2016-10-25,5,0,0,문학
19036,콘텐츠의 비밀,,가와카미 노부오,교보문고,2016-10-25,1,0,0,비즈니스와경제
19037,최경석의 술술 읽히는 한국사,,최경석,교보문고,2016-10-25,2,0,0,인문/사회
19038,월터가 나에게 가르쳐 준 것,,브라이언 스티븐슨,교보문고,2016-10-25,2,0,0,인문/사회
19039,나는 마트 대신 부동산에 간다,,김유라,교보문고,2016-10-25,3,0,0,비즈니스와경제
19040,연애는 광고다,,여성욱,교보문고,2016-10-25,2,0,0,문학
19041,모바일 트렌드 2017,,커넥팅랩,교보문고,2016-10-25,2,0,0,비즈니스와경제
19042,아이비 포켓만 아니면 돼,,케일럽 크리스프 저,YES24,2016-10-24,2,0,0,문학
19043,그림은 금방 능숙해지지 않는다,,나리토미 미오리 저/양필성 역,YES24,2016-10-24,2,0,0,예술/대중문화
19044,사피엔스의 미래,,알랭 드 보통,교보문고,2016-10-24,2,0,0,인문/사회
19045,박코치의 100단어 여행영어,,박코치어학원,교보문고,2016-10-24,2,0,0,국어와외국어
19046,코어 동사 101,,아베 하지메,교보문고,2016-10-24,2,0,0,국어와외국어
19047,공부하는 그리스도인,,이원석,교보문고,2016-10-24,2,0,0,인문/사회
19048,"휘게 라이프(Hygge Life), 편안하게 함께 따뜻하게",,마이크 비킹,교보문고,2016-10-24,2,0,0,자기관리
19049,〈SciFan 시리즈 36〉 SF 럭키팩 7 - 스페이스 오페라,,아이작 아시모프 외,북큐브,2016-10-22,1,0,0,문학
19050,The War of the Worlds (영어로 읽는 세계문학 575),,허버트 조지 웰스,교보문고,2016-10-22,1,0,0,문학
715,왜 나는 이 사람을 따르는가,"70만 젊은 리더들이 열광하는 지금 가장 뜨거운 리더십 강연“당신은 누군가의 가슴을 뛰게 한 적이 있는가”세상에 능력 있는 리더는 많지만 존경받는 리더는 적다. 딱히 모자란 게 없는데도 끌리지 않는 사람이 있고, 단점투성이지만 정이 ...",나가마쓰 시게히사 저/김윤수 역,다산3.0,2016-10-21,,,,
3095,너무 바쁘다면 잘못 살고 있는 것이다,"
“바쁜 것은 나쁜 것이다”

『너무 바쁘다면 잘못 살고 있는 것이다』는 당신이 허둥지둥 정신없이 살면서도 행복하지 않은 이유를 명쾌하게 풀어낸 책이다. 또한 당신이 왜 그렇게 바",토니 크랩,토트,2016-10-21,,,,
4355,왜 나는 이 사람을 따르는가,"70만 젊은 리더들이 열광하는 지금 가장 뜨거운 리더십 강연“당신은 누군가의 가슴을 뛰게 한 적이 있는가”세상에 능력 있는 리더는 많지만 존경받는 리더는 적다. 딱히 모자란 게 없는데도 끌리지 않는 사람이 있고, 단점투성이지만 정이 ...",나가마쓰 시게히사 저/김윤수 역,다산3.0,2016-10-21,,,,
19051,왜 나는 이 사람을 따르는가,,나가마쓰 시게히사 저/김윤수 역,YES24,2016-10-21,2,0,0,비즈니스와경제
19052,너무 바쁘다면 잘못 살고 있는 것이다,,토니 크랩,교보문고,2016-10-21,1,0,0,인문/사회
19053,유럽의 시간을 걷다,,최경철,교보문고,2016-10-21,2,0,0,가정과생활
19054,당당한 결별,,김용섭,교보문고,2016-10-21,2,0,0,비즈니스와경제
19055,한발짝떼기힘든 20대에게 힘이되는 작은 속삭임,,미루,교보문고,2016-10-21,2,0,0,자기관리
19056,옥시토신의 힘 : 사랑의 비밀,,이시형,북큐브,2016-10-20,1,0,0,인문/사회
19057,여름보다 뜨거운 야구 이야기,,이상일 저 ,YES24,2016-10-20,2,0,0,가정과생활
19058,레프 비고츠키 - 커뮤니케이션이론총서,,박동섭 저,YES24,2016-10-20,1,0,0,인문/사회
19059,4차 산업혁명,,김대호,교보문고,2016-10-20,2,0,0,인문/사회
19060,"잡학 콘서트: 핵, 과학이 만든 괴물",,공공인문학포럼,교보문고,2016-10-20,2,0,0,인문/사회
19061,나의 첫 번째 홈베이킹,,최지연,교보문고,2016-10-20,1,0,0,가정과생활
19062,약간의 거리를 둔다,,소노 아야코,교보문고,2016-10-20,1,0,0,문학
19063,뉴욕 홀리데이(2017-2018),,위지원,교보문고,2016-10-20,2,0,0,가정과생활
19064,판사와 형리,,프리드리히 뒤렌마트,교보문고,2016-10-20,2,0,0,문학
19065,공황장애의 인지행동치료,,David H. Barlow,교보문고,2016-10-20,1,0,0,가정과생활
19066,함께 보는 한국근현대사,,역사학연구소,교보문고,2016-10-20,1,0,0,인문/사회
19067,인스타리드 유발 하라리의 사피엔스,,인스타리드,교보문고,2016-10-20,2,0,0,문학
19068,"인스타리드 재레드 다이아몬드의 총, 균, 쇠",,인스타리드,교보문고,2016-10-20,2,0,0,문학
19069,인스타리드 나심 니콜라스 탈레브의 블랙스완,,인스타리드,교보문고,2016-10-20,2,0,0,문학
19070,나의 관상학,,홍사중,교보문고,2016-10-20,2,0,0,인문/사회
19071,허영만의 자전거 식객,,허영만,교보문고,2016-10-20,2,0,0,가정과생활
19072,원본그대로 읽는 홍길동전(현대어 해석 수록),,허균,교보문고,2016-10-20,1,0,0,문학
19073,아두이노 내친구,,양세훈,교보문고,2016-10-20,2,0,0,컴퓨터와인터넷
19074,일본전범재판기,,김철우,교보문고,2016-10-20,2,0,0,인문/사회
210,세기말 하모니,"SF를 읽고 싶다 2010년판 1위제 30회 일본 SF대상 수상제 40회 일본 세이운상 수상2016년 2월, 극장판 애니매이션 개봉 예정아무도 병으로 죽지 않는 세계, 일정 나이가 되면 자기 몸 안에 ‘워치미’라는 소프트웨어를 심어 ...",이토 게이카쿠 저/임희선 역,알에이치코리아(RHK),2016-10-19,,,,
19075,세기말 하모니,,이토 게이카쿠 저/임희선 역,YES24,2016-10-19,2,0,0,문학
19076,워싱턴에서는 한국이 보이지 않는다,,최중경,교보문고,2016-10-19,3,0,0,인문/사회
19077,회랑정 살인사건,,히가시노 게이고,교보문고,2016-10-18,2,0,0,문학
19078,방콕 100배 즐기기(16-17),,성희수,교보문고,2016-10-18,2,1,0,가정과생활
19079,이것이 남자의 세상이다,,천명관,교보문고,2016-10-18,2,0,0,문학
19080,삼국유사(흑백 원문) 권1,,일연,교보문고,2016-10-18,1,0,0,인문/사회
2043,장사 수업,"
살아 있는 맨주먹 신화, 이영석의 1대1 장사 코칭!

오징어 행상을 따라다니던 장사 왕초보에서 500억 원 매출의 프랜차이즈 CEO가 된 이영석. 그의 성공 이야기는 드라마와 ",이영석,다산북스,2016-10-17,,,,
19081,꼭 알고 싶은 독서치유의 모든 것,,윤선희 저,YES24,2016-10-17,2,0,0,인문/사회
19082,장사 수업,,이영석,교보문고,2016-10-17,2,0,0,비즈니스와경제
19083,외모는 자존감이다,,김주미,교보문고,2016-10-17,2,0,0,자기관리
5123,통합광고효과,"
미디어 다원화 시대에 크로스플랫폼 미디어 측정이 중요한 이슈로 등장했다. 통합광고효과 측정은 TV와 디지털 미디어 등에 집행한 크로스플랫폼 광고캠페인의 효과를 측정하는 것으로 측",송희성,커뮤니케이션북스,2016-10-15,,,,
19084,외계생명체 탐사기,,"문경수, 이강환, 이명현, 이유경, 최준영",북큐브,2016-10-15,2,0,0,자연과과학
19085,통합광고효과,,송희성,교보문고,2016-10-15,2,0,0,비즈니스와경제
19086,경험은 어떻게 비즈니스가 되는가,,브라이언 솔리스,교보문고,2016-10-15,1,0,0,비즈니스와경제
19087,사람이 고프다,,다니엘 뒤푸르,교보문고,2016-10-15,2,0,0,자기관리
19088,켄 로빈슨 엘리먼트: 실천편,,켄 로빈슨,교보문고,2016-10-15,2,0,0,자기관리
19089,미국의 부활,,KBS〈미국의 부활〉제작팀,교보문고,2016-10-15,2,0,0,비즈니스와경제
6916,슬픔의 밑바닥에서 고양이가 가르쳐준 소중한 것,"
인생에 꼭 필요한 철학을 깊이 세워가는 과정을 그린 소설 『슬픔의 밑바닥에서 고양이가 가르쳐준 소중한 것』. 어느 동네의 작은 파친코 가게에서 일하는 스물아홉 살의 청년 고로는 ",다키모리 고토,네오픽션,2016-10-14,,,,
19090,아리아드네의 탄환,,가이도 다케루 저/권일영 역,YES24,2016-10-14,2,0,0,문학
19091,생활법률 상식사전,,김용국 저,YES24,2016-10-14,2,0,0,인문/사회
19092,공간이 사람을 움직인다,,콜린 엘러드,교보문고,2016-10-14,2,0,0,인문/사회
19093,슬픔의 밑바닥에서 고양이가 가르쳐준 소중한 것,,다키모리 고토,교보문고,2016-10-14,2,0,0,문학
19094,당신 인생의 이야기,,테드 창,교보문고,2016-10-14,2,1,0,문학
19095,초보자를 위한 모터사이클 입문,,현종화,교보문고,2016-10-14,1,0,0,가정과생활
19096,유라시아 견문 1,,이병한 저,YES24,2016-10-13,1,1,0,인문/사회
19097,포도다이어트,,메튜 컴퍼니 저,YES24,2016-10-13,2,0,0,가정과생활
19098,프랑스 영화 이야기 (프랑스 영화 역사와 작품 이해),,영화공작소 저,YES24,2016-10-13,1,0,0,예술/대중문화
19099,한국 영화 이야기 (나운규 아리랑 영화 이후...한국영화 이야기),,영화공작소 저,YES24,2016-10-13,1,0,0,예술/대중문화
19100,이탈리아 영화 이야기 (네오 리얼리즘 작품 이해와 감상),,영화공작소 저,YES24,2016-10-13,1,0,0,예술/대중문화
19101,슬픈 술래,,정호수 저,YES24,2016-10-13,2,0,0,문학
19102,황금 물고기,,르 클레지오,교보문고,2016-10-13,5,0,0,문학
19103,취업보다 창업,,비즈업,교보문고,2016-10-13,2,0,0,비즈니스와경제
19104,호감,,박성호,교보문고,2016-10-13,2,0,0,비즈니스와경제
19105,명화감상-빈센트 반 고흐. 1,,빈센트 반 고흐,교보문고,2016-10-13,1,0,0,예술/대중문화
19106,명화감상-빈센트 반 고흐. 2,,빈센트 반 고흐,교보문고,2016-10-13,1,0,0,예술/대중문화
19107,코딩 정복 4주 완성,,이병재,교보문고,2016-10-13,2,0,0,컴퓨터와인터넷
19108,술술 읽히는 자바스크립트 이야기,,이병재,교보문고,2016-10-13,2,0,0,컴퓨터와인터넷
19109,술술 읽히는 자바 이야기,,박영호,교보문고,2016-10-13,2,0,0,컴퓨터와인터넷
19110,인문계 코딩 교육을 위한 C 이야기,,이용학,교보문고,2016-10-13,2,0,0,컴퓨터와인터넷
19111,어떤 날. 2,,"김민채,김소연,김슬기,나도원,노연주,박연준,서상희,요조,위서현,이우성,이제니,장연정,최수진 등저",교보문고,2016-10-13,1,0,0,문학
19112,어떤 날. 3,,"강윤정,김민채,김소연,다람,박세연,박연준,서상희,요조,위서현,이우성,장연정,최상희 공저",교보문고,2016-10-13,1,0,0,문학
4590,빠르게 명확하게 전달하는 힘,"
정당하게 항의하고 건강한 컴플레인을 제기하는 여자, 무조건 말도 안 되는 요구를 하는 것이 아니라 필요한 경우 상대를 배려하기도 하고 함께 상생하길 원하는 여자, 소비자가 구매하",김지영,위즈덤하우스,2016-10-12,,,,
19113,적당히 벌고 잘 살기,,김진선 저,YES24,2016-10-12,2,0,0,인문/사회
19114,불쾌한 사람들과 인간답게 일하는 법,,니시다 마사키 저/민경욱 역,YES24,2016-10-12,2,0,0,자기관리
19115,미리도 괴리도 업시,,성석제,교보문고,2016-10-12,5,0,0,문학
19116,첫사랑,,성석제,교보문고,2016-10-12,5,0,0,문학
19117,빠르게 명확하게 전달하는 힘,,김지영,교보문고,2016-10-12,2,0,0,자기관리
19118,내몸에 꼭 맞는 보험활용백서,,장은서,교보문고,2016-10-12,2,0,0,비즈니스와경제
19119,궁극의 미니멀라이프,,아즈마 가나코,교보문고,2016-10-10,2,0,0,자기관리
19120,"괜찮아, 공황장애",,주성완,교보문고,2016-10-10,2,0,0,자기관리
19121,생각을 이기는 행동의 힘,,센다 타쿠야,교보문고,2016-10-10,2,0,0,자기관리
19122,"다가올 미래, IT 빅픽처",,이가근,교보문고,2016-10-10,2,0,0,비즈니스와경제
19123,북자지껄,,안유석,교보문고,2016-10-10,2,0,0,문학
19124,아무도 무릎 꿇지 않은 밤,,목수정,교보문고,2016-10-10,2,0,0,인문/사회
19125,빅데이터는 거품이다,,김동환,교보문고,2016-10-10,2,0,0,인문/사회
19126,"소설 속 영화, 영화 속 소설",,이대현,교보문고,2016-10-10,1,0,0,인문/사회
19127,생각 천재가 되는 단 세 가지 도구,,기시라 유지,교보문고,2016-10-10,2,0,0,자기관리
19128,미래 변화의 물결을 타라,,스티브 케이스,교보문고,2016-10-10,2,0,0,비즈니스와경제
19129,가끔은 노인에게 길을 물어도 좋다,,다사카 히로시,교보문고,2016-10-10,2,0,0,자기관리
19130,혼자가 어때서,,아가와 사와코,교보문고,2016-10-10,2,0,0,문학
19131,상처받지 않는 연습,,후쿠시마 데쓰오,교보문고,2016-10-10,2,0,0,인문/사회
19132,제2차 세계대전. 8  일본의 남방 작전과 태평양 전역(1),,자오리성 외,교보문고,2016-10-10,1,0,0,인문/사회
19133,제2차 세계대전. 9: 일본의 남방 작전과 태평양 전역(2),,천팅이 외,교보문고,2016-10-10,1,0,0,인문/사회
19134,산월기,,나카지마 아쓰시,교보문고,2016-10-10,2,0,0,문학
19135,상냥한 폭력의 시대,,정이현,교보문고,2016-10-10,2,0,0,문학
19136,아우구스티누스 고백록 강의,,가토 신로,교보문고,2016-10-10,5,0,0,인문/사회
19137,전쟁과 평화. 1,,레프 톨스토이,교보문고,2016-10-10,5,0,0,문학
19138,야만과 신화,,한승원,교보문고,2016-10-10,2,0,0,문학
19139,한 권으로 끝내는 물리,,폴 지체비츠,교보문고,2016-10-10,2,0,0,자연과과학
19140,의미 단위 영어 패턴 훈련,,이지연 영어연구소,교보문고,2016-10-10,2,0,0,국어와외국어
19141,미술관 100% 활용법,,요한 이데마,교보문고,2016-10-10,5,0,0,예술/대중문화
19142,너무 재밌어서 잠 못 드는 세계사,,우야마 다쿠에이,교보문고,2016-10-10,1,0,0,인문/사회
19143,보이지 않는 건축 움직이는 도시  도시와 건축을 성찰하다,,승효상,교보문고,2016-10-10,2,0,0,인문/사회
19144,말주변이 없어도 대화 잘하는 법,,김영돈,교보문고,2016-10-10,2,1,0,자기관리
19145,저성장도 기회다,,아베 슈헤이,교보문고,2016-10-10,2,0,0,비즈니스와경제
19146,"따돌림, 네 잘못이 아니야 - 따돌림 심리와 해결",,이시스,교보문고,2016-10-10,1,0,0,인문/사회
19147,당신은 아무 일 없던 사람보다 강합니다,,김창옥,교보문고,2016-10-08,1,0,0,자기관리
19148,남자도 자유가 필요해,,우장균 저,YES24,2016-10-07,2,0,0,가정과생활
19149,창조적 학습사회,,"조지프 스티글리츠,브루스 그린왈드 공저/김민주,이엽 역",YES24,2016-10-07,2,0,0,비즈니스와경제
19150,우리 음식의 언어,,한성우,교보문고,2016-10-07,2,0,0,인문/사회
19151,부끄러움이 말해 주는 것들,,패트리샤 S. 포터-에프론,교보문고,2016-10-07,2,0,0,자기관리
19152,대한민국 토탈 트렌드 2017,,이항영,교보문고,2016-10-07,2,0,0,비즈니스와경제
19153,2016 보완 NCS - 네트워크구축,,한국산업인력공단,교보문고,2016-10-06,1,0,0,인문/사회
1027,세도나 마음혁명,"
마음이 평안해지는 7주간의 여행

『세도나 마음혁명』은 근본적인 자기탐험, 자기치유, 자기혁명의 실천 로드맵, 세도나 메서드의 정수만을 담은 마음여행 안내서다. 성공한 사업가이자",레스터 레븐슨,쌤앤파커스,2016-10-05,,,,
19154,비즈니스 영어회화 & 이메일 핵심패턴 233 (2016개정판),,차형석,북큐브,2016-10-05,2,0,0,국어와외국어
19155,〈SciFan 시리즈 35〉 Mr. Spaceship,,필립 K. 딕,북큐브,2016-10-05,1,0,0,문학
19156,왜 미래는 늘 남에게만 보이는가,,다카노 켄이치 저/박재현 역,YES24,2016-10-05,2,0,0,비즈니스와경제
19157,소녀는 왜 다섯 살 난 동생을 죽였을까?,,타냐 바이런,교보문고,2016-10-05,1,0,0,인문/사회
19158,여성이 만난 하나님,,강호숙,교보문고,2016-10-05,2,0,0,인문/사회
19159,부자가 되는 책읽기,,이재범,교보문고,2016-10-05,2,0,0,비즈니스와경제
19160,단편적인 것의 사회학,,기시 마사히코,교보문고,2016-10-05,1,0,0,인문/사회
19161,뭐라도 될 줄 알았지,,이재익,교보문고,2016-10-05,2,0,0,문학
19162,"98%의 미래, 중년파산",,아카기 도모히로,교보문고,2016-10-05,2,0,0,인문/사회
19163,세도나 마음혁명,,레스터 레븐슨,교보문고,2016-10-05,1,0,0,자기관리
19164,밤에 우리 영혼은,,켄트 하루프,교보문고,2016-10-05,1,0,0,문학
19165,돈이 넝쿨째 들어오는 전자책,,박윤종,교보문고,2016-10-05,2,0,0,비즈니스와경제
209,맛 이야기,"
음식의 진정한 가치를 일깨우는 맛의 오케스트라!

인터넷 검색창에 ‘맛집’이라고만 쳐도 한 끼 해결할 ‘맛’을 찾는 일은 그리 어렵지 않다. 그야말로 미식과잉시대다. 아이러니한 ",최낙언,행성B,2016-10-04,,,,
742,13시간,"
미국 배리 상, 독일 범죄문학상, 스웨덴 마르틴베크 상, 프랑스 미스테르비평문학상, 스웨덴범죄소설아카데미 최우수 범죄소설상 외 전 세계 19개 장르문학상을 석권한 스릴러의 거장 ",디온 메이어,아르테 누아르,2016-10-04,,,,
19166,고요한 밤의 눈,,박주영,교보문고,2016-10-04,2,0,0,문학
19167,맛 이야기,,최낙언,교보문고,2016-10-04,1,0,0,인문/사회
19168,13시간,,디온 메이어,교보문고,2016-10-04,2,0,0,문학
19169,덴마크 사람은 왜 첫 월급으로 의자를 살까,,오자와 료스케,교보문고,2016-10-04,2,0,0,가정과생활
19170,지하경제와 죄악세,,정연태,교보문고,2016-10-04,2,0,0,비즈니스와경제
19171,래빗홀(Rabbit Hole),,케이트 샌턴,교보문고,2016-10-01,2,0,0,비즈니스와경제
19172,인형(상),,볼레스와프 프루스,교보문고,2016-10-01,1,0,0,문학
19173,인형(하),,볼레스와프 프루스,교보문고,2016-10-01,1,0,0,문학
19174,화이트헤드 읽기,,장왕식,교보문고,2016-10-01,1,0,0,인문/사회
5304,"No Baggage, 여행 가방은 필요 없어","
『No Baggage, 여행 가방은 필요 없어』는 짐 하나 없이 비행기표 한 장만 들고 지구 반대편으로 훌쩍 떠난 여행의 기록이다. 이 책의 저자 클라라는 그 말을 믿고 열심히 ",클라라 벤슨,알에이치코리아,2016-09-30,,,,
19175,우리는 60년을 연애했습니다,,라오 핑루,교보문고,2016-09-30,1,0,0,문학
19176,시크릿파일 국정원,,김당,교보문고,2016-09-30,1,0,0,인문/사회
19177,이미지 메이킹 잉글리시(Image Making English) Q: 전치사. 1,,김명기,교보문고,2016-09-30,1,0,0,국어와외국어
19178,이미지 메이킹 잉글리시(Image Making English) Q: 전치사. 2,,김명기,교보문고,2016-09-30,1,0,0,국어와외국어
19179,달의 위로,,안상현,교보문고,2016-09-30,2,0,0,문학
19180,나는 직장에 다니면서 12개의 사업을 시작했다,,패트릭 맥기니스,교보문고,2016-09-30,2,0,0,비즈니스와경제
19181,정해진 미래,,조영태,교보문고,2016-09-30,1,0,0,비즈니스와경제
19182,우리는 어떤 지도자를 원하는가,,차이잉원,교보문고,2016-09-30,2,0,0,인문/사회
19183,30일 만에 내 중국어가 달라졌다: 왕초보 편,,성길,교보문고,2016-09-30,1,0,0,국어와외국어
19184,우리에게도 계보가 있다,,이민경,교보문고,2016-09-30,1,0,0,인문/사회
19185,아담의 Y 염색체,,김춘규,교보문고,2016-09-30,2,0,0,문학
19186,"No Baggage, 여행 가방은 필요 없어",,클라라 벤슨,교보문고,2016-09-30,2,0,0,가정과생활
19187,죽간에 나타난 원시 유가의 인성론,,강신석,교보문고,2016-09-30,1,0,0,인문/사회
19188,산책 안에 담은 것들,,이원,교보문고,2016-09-30,2,0,0,문학
19189,유대인 영어 공부법,,가토 나오시,교보문고,2016-09-30,2,0,0,국어와외국어
19190,국가는 거대한 허구다,,클로드 프레데릭 바스티아,교보문고,2016-09-29,2,0,0,인문/사회
19191,어지럼증 집에서 고친다,,아라이 모토히로,교보문고,2016-09-29,2,0,0,가정과생활
19192,[합본] 셜록 홈즈 전집 (전8권),,아서 코난 도일 저,YES24,2016-09-28,1,0,0,문학
19193,제1차 세계대전은 왜 일어났는가,,컬툰스토리,교보문고,2016-09-28,1,0,0,인문/사회
19194,공부는 망치다,,유영만,교보문고,2016-09-28,2,0,0,인문/사회
19195,빨간 옷을 입으면 왜 인기가 많아질까,,세노 다케하루,교보문고,2016-09-28,1,0,0,인문/사회
19196,누구도 기억하지 않는 역에서,,허수경,교보문고,2016-09-28,2,0,0,문학
19197,어떻게 살 것인가,,고은,교보문고,2016-09-28,2,0,0,인문/사회
19198,나를 소개하는 3초 전략,,문충태,교보문고,2016-09-28,2,0,0,수험서/자격증
19199,검은 집,,한유,교보문고,2016-09-28,1,0,0,문학
19200,〈SciFan 시리즈 34〉 시르티스의 대결,,폴 앤더슨,북큐브,2016-09-27,1,0,0,문학
19201,병의 90％는 걷기만 해도 낫는다,,나가오 가즈히로 저/이선정 역,YES24,2016-09-27,2,0,0,가정과생활
19202,하버드 재무제표 수업,,하버드 비즈니스 리뷰 저/백승우 역,YES24,2016-09-27,2,0,0,비즈니스와경제
19203,미래의 내가 지금 나를 돕는다고?,,하늘눈 저,YES24,2016-09-27,2,0,0,자기관리
19204,완벽한 여행이 아니어도 괜찮아,,왕해나,교보문고,2016-09-27,2,0,0,가정과생활
19205,감각을 디자인하라,,김병규,교보문고,2016-09-27,1,0,0,비즈니스와경제
19206,조윤미 피아니스트 힐링 클래식,,서울교육방송,교보문고,2016-09-27,1,0,0,인문/사회
19207,호르몬 밸런스,,네고로 히데유키,교보문고,2016-09-26,2,0,0,가정과생활
19208,오늘은 샌드위치,,안영숙,교보문고,2016-09-26,1,0,0,가정과생활
19209,이미지 메이킹 잉글리시(Image Making English) Q: 이론편,,김명기,교보문고,2016-09-26,1,0,0,국어와외국어
19210,더 가벼운 샌드위치,,레시피팩토리 라이브러리,교보문고,2016-09-26,1,0,0,가정과생활
19211,나는 돼지농장으로 출근한다,,이도헌,교보문고,2016-09-26,2,0,0,비즈니스와경제
19212,처음 만나는 뇌과학 이야기,,양은우,교보문고,2016-09-26,2,0,0,자연과과학
19213,사이드 트랙,,헨닝 망켈,교보문고,2016-09-26,2,0,0,문학
19214,"창업의 시대, 브루독 이야기",,제임스 와트,교보문고,2016-09-26,2,0,0,비즈니스와경제
19215,립반윙클의 신부,,이와이 순지,교보문고,2016-09-26,2,0,0,문학
19216,피터 드러커로 본 경영의 착각과 함정들,,송경모,교보문고,2016-09-25,2,0,0,비즈니스와경제
19217,1등 화법- 말하기 편,,김선형,교보문고,2016-09-25,2,0,0,자기관리
19218,한밤중 내 방 여행하는 법,,그자비에 드 메스트르,교보문고,2016-09-24,2,0,0,인문/사회
